Date,LE,GPP,Reco,Hc_li,NEE,DOY,T_tmpr_rh_mean,RH_tmpr_rh_mean,D5TE_VWC_5cm_Avg,D5TE_VWC_100cm_Avg,D5TE_T_5cm_Avg,D5TE_T_100cm_Avg,short_up_Avg,CO2_li_mean,NDVI,B,WUE,site
2016-05-01 13:30:00,41.404955,0.435944348657745,1.6061361471192,50.937535,1.639,122.0,13.653535,96.19506999999999,0.33,0.36,14.370000000000001,12.504999999999999,265.9204,768.18245,0.3037953125,0.4480845821238218,0.02990038667354452,GC
2016-05-01 14:00:00,59.06287,0.4347458712476,1.64543095096873,25.611535,0.260714285714286,122.0,13.9344,95.35659,0.33,0.36,14.605,12.5,227.6649,754.5464,0.30383125,0.4569475117019225,0.005970176590472895,GC
2016-05-01 15:30:00,109.75772,0.43668059517761,1.78607278321752,51.20152,2.0725,122.0,14.902515000000001,92.962165,0.33,0.36,15.115,12.5,343.682,753.4718,0.3039390625,0.46561375182124703,0.004609917317375611,GC
2016-05-01 16:00:00,157.2867,0.437214174676626,1.89040144561642,84.83087499999999,0.115,122.0,15.590485000000001,91.31708,0.33,0.36,15.265,12.504999999999999,435.757,751.39075,0.303975,0.5289761269013666,0.0024618192472698227,GC
2016-05-01 16:30:00,141.69278500000001,0.437052945967413,1.94156230820641,59.338065,0.115,122.0,15.923244999999998,90.54096,0.33,0.36,15.55,12.504999999999999,403.15165,749.5365999999999,0.3040109375,0.4413234326839526,0.004587265362432591,GC
2016-05-02 10:30:00,67.448045,0.435110467113571,0.957711461851441,42.811845,0.146666666666667,123.0,8.2272915,93.108605,0.3315,0.362,12.22,12.5,237.7432,757.47465,0.3053046875,0.7068061565023991,0.008266899229541456,GC
2016-05-02 12:00:00,69.26692,0.43502986311006,1.04774021741824,30.961795,0.204285714285714,123.0,9.0989,88.21214499999999,0.331,0.362,12.379999999999999,12.5,220.2371,755.56,0.30541250000000003,0.4486662954781475,0.005897574475288283,GC
2016-05-02 12:30:00,56.38598,0.435732739945276,1.09746487996317,17.40227,0.572857142857143,123.0,9.563271499999999,86.88871,0.331,0.362,12.515,12.5,249.65085,755.3921,0.3054484375,0.31460660053115796,0.0080874563815997,GC
2016-05-02 13:00:00,101.90372500000001,0.436884406452622,1.17942916422792,43.97807,2.76833333333333,123.0,10.289380000000001,85.19482500000001,0.331,0.362,12.645,12.504999999999999,373.88275,753.3308,0.30548437500000003,0.447399197065678,0.003120177221912025,GC
2016-05-02 13:30:00,202.534,0.43751704660217,1.26397983882951,106.410695,1.02363636363636,123.0,11.007715000000001,83.06277,0.331,0.362,12.85,12.5,513.73665,749.8281,0.3055203125,0.5264701276319815,0.002201951867973443,GC
2016-05-02 14:00:00,129.5182,0.435858600420187,1.31748087304584,53.91601,1.29875,123.0,11.454105,81.582995,0.331,0.362,13.120000000000001,12.504999999999999,259.0819,745.6270999999999,0.30555625000000003,0.4149682683399861,0.0031859471722869145,GC
2016-05-02 14:30:00,107.551105,0.435421567096398,1.32364894783983,41.435159999999996,1.08928571428571,123.0,11.49945,81.59759,0.331,0.362,13.41,12.504999999999999,288.2477,744.5745,0.3055921875,0.38253085606890336,0.006045791157508913,GC
2016-05-02 15:00:00,189.39935,0.437483359086742,1.38378452292161,85.459575,1.0,123.0,11.984115,79.7622,0.3305,0.362,13.54,12.5,503.7223,744.61925,0.30562812500000003,0.4543055177256403,0.0019018956603686905,GC
2016-05-02 15:30:00,161.7696,0.437526260152125,1.43908002437072,72.165265,1.02363636363636,123.0,12.406379999999999,76.76352,0.33,0.362,13.745000000000001,12.51,516.55085,744.11295,0.3056640625,0.4454875627058365,0.0030347561738989525,GC
2016-05-02 16:00:00,96.398705,0.435680313687307,1.44038203934857,36.1138,1.454,123.0,12.419464999999999,75.566745,0.3295,0.362,13.98,12.504999999999999,245.91744999999997,745.26665,0.3057,0.3754687057711034,0.004155260535137305,GC
2016-05-02 16:30:00,106.584485,0.43543287037012,1.46394354275955,31.116185,1.005,123.0,12.60065,73.73510999999999,0.329,0.362,14.18,12.49,229.70655,744.2896000000001,0.3057359375,0.28623319201716413,0.002797821991059211,GC
2016-05-03 09:00:00,40.3609,0.428046918863118,1.10167710752018,14.885539,2.8075,124.0,9.5851205,79.837885,0.316,0.3625,10.6,12.495000000000001,394.62185,767.1179500000001,0.306921875,0.3574880992500424,0.007475890605182426,GC
